game_id,competition_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,url,home_club_formation,away_club_formation,home_club_name,away_club_name,aggregate,competition_type,home_wc,away_wc
2977684,FIWC,2017,Group A,2018-06-15,3672,3449,0,1,,,Héctor Cúper,Óscar Tabárez,Yekaterinburg Arena,27015.0,Björn Kuipers,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977684,,,Egypt,Uruguay,0:1,national_team_competition,Egypt,Uruguay
2977686,FIWC,2017,Group A,2018-06-20,3449,3807,1,0,,,Óscar Tabárez,Juan Antonio Pizzi,Rostov Arena,42678.0,Clément Turpin,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977686,,,Uruguay,Saudi Arabia,1:0,national_team_competition,Uruguay,Saudi Arabia
2977688,FIWC,2017,Group A,2018-06-25,3807,3672,2,1,,,Juan Antonio Pizzi,Héctor Cúper,Volgograd Arena,36823.0,Wilmar Roldán,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977688,,,Saudi Arabia,Egypt,2:1,national_team_competition,Saudi Arabia,Egypt
2977689,FIWC,2017,Group B,2018-06-15,3575,3582,0,1,,,Hervé Renard,Carlos Queiroz,Gazprom Arena,62548.0,Cüneyt Çakır,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977689,,,Morocco,Iran,0:1,national_team_competition,Morocco,Iran
2977690,FIWC,2017,Group B,2018-06-15,3300,3375,3,3,,,Fernando Santos,Fernando Hierro,Fisht Olympic Stadium,43866.0,Gianluca Rocchi,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977690,,,Portugal,Spain,3:3,national_team_competition,Portugal,Spain
2977691,FIWC,2017,Group B,2018-06-20,3300,3575,1,0,,,Fernando Santos,Hervé Renard,Luzhniki Stadium,78011.0,Mark Geiger,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977691,,,Portugal,Morocco,1:0,national_team_competition,Portugal,Morocco
2977692,FIWC,2017,Group B,2018-06-20,3582,3375,0,1,,,Carlos Queiroz,Fernando Hierro,Ak Bars Arena,42718.0,Andrés Cunha,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977692,,,Iran,Spain,0:1,national_team_competition,Iran,Spain
2977693,FIWC,2017,Group B,2018-06-25,3582,3300,1,1,,,Carlos Queiroz,Fernando Santos,Mordovia Arena,41685.0,Enrique Cáceres,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977693,,,Iran,Portugal,1:1,national_team_competition,Iran,Portugal
2977694,FIWC,2017,Group B,2018-06-25,3375,3575,2,2,,,Fernando Hierro,Hervé Renard,Rostec Arena,33973.0,Ravshan Irmatov,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977694,,,Spain,Morocco,2:2,national_team_competition,Spain,Morocco
2977695,FIWC,2017,Group C,2018-06-16,3377,3433,2,1,,,Didier Deschamps,Bert van Marwijk,Ak Bars Arena,41279.0,Andrés Cunha,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977695,,,France,Australia,2:1,national_team_competition,France,Australia
2977702,FIWC,2017,Group D,2018-06-16,3556,3444,2,0,,,Zlatko Dalic,Gernot Rohr,Rostec Arena,31136.0,Sandro Meira Ricci,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977702,,,Croatia,Nigeria,2:0,national_team_competition,Croatia,Nigeria
2977703,FIWC,2017,Group D,2018-06-21,3437,3556,0,3,,,Jorge Sampaoli,Zlatko Dalic,Nischni-Nowgorod-Stadion,43319.0,Ravshan Irmatov,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977703,,,Argentina,Croatia,0:3,national_team_competition,Argentina,Croatia
2977705,FIWC,2017,Group D,2018-06-26,3444,3437,1,2,,,Gernot Rohr,Jorge Sampaoli,Gazprom Arena,64468.0,Cüneyt Çakır,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977705,,,Nigeria,Argentina,1:2,national_team_competition,Nigeria,Argentina
2977708,FIWC,2017,Group E,2018-06-17,3439,3384,1,1,,,Tite,Vladimir Petkovic,Rostov Arena,43472.0,César Ramos Palazuelos,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977708,,,Brazil,Switzerland,1:1,national_team_competition,Brazil,Switzerland
2977713,FIWC,2017,Group F,2018-06-17,3262,6303,0,1,,,Joachim Löw,Juan Carlos Osorio,Luzhniki Stadium,78011.0,Alireza Faghani,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977713,,,Germany,Mexico,0:1,national_team_competition,Germany,Mexico
2977714,FIWC,2017,Group F,2018-06-18,3557,3589,1,0,,,Janne Andersson,Tae-yong Shin,Nischni-Nowgorod-Stadion,42300.0,Joel Aguilar,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977714,,,Sweden,South Korea,1:0,national_team_competition,Sweden,South Korea
2977715,FIWC,2017,Group F,2018-06-23,3262,3557,2,1,,,Joachim Löw,Janne Andersson,Fisht Olympic Stadium,44287.0,Szymon Marciniak,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977715,,,Germany,Sweden,2:1,national_team_competition,Germany,Sweden
2977716,FIWC,2017,Group F,2018-06-23,3589,6303,1,2,,,Tae-yong Shin,Juan Carlos Osorio,Rostov Arena,43472.0,Milorad Mazic,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977716,,,South Korea,Mexico,1:2,national_team_competition,South Korea,Mexico
2977717,FIWC,2017,Group F,2018-06-27,3589,3262,2,0,,,Tae-yong Shin,Joachim Löw,Ak Bars Arena,41835.0,Mark Geiger,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977717,,,South Korea,Germany,2:0,national_team_competition,South Korea,Germany
2977718,FIWC,2017,Group F,2018-06-27,6303,3557,0,3,,,Juan Carlos Osorio,Janne Andersson,Yekaterinburg Arena,33061.0,Néstor Pitana,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977718,,,Mexico,Sweden,0:3,national_team_competition,Mexico,Sweden
2977720,FIWC,2017,Group G,2018-06-18,3670,3299,1,2,,,Nabil Maaloul,Gareth Southgate,Volgograd Arena,41064.0,Wilmar Roldán,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977720,,,Tunisia,England,1:2,national_team_competition,Tunisia,England
2977722,FIWC,2017,Group G,2018-06-24,3299,3577,6,1,,,Gareth Southgate,Hernán Gómez,Nischni-Nowgorod-Stadion,43319.0,Gehad Grisha,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977722,,,England,Panama,6:1,national_team_competition,England,Panama
2977724,FIWC,2017,Group G,2018-06-28,3577,3670,1,2,,,Hernán Gómez,Nabil Maaloul,Mordovia Arena,37168.0,Nawaf Shukralla,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977724,,,Panama,Tunisia,1:2,national_team_competition,Panama,Tunisia
2977726,FIWC,2017,Group H,2018-06-19,3816,3435,1,2,,,José Néstor Pekerman,Akira Nishino,Mordovia Arena,40842.0,Damir Skomina,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977726,,,Colombia,Japan,1:2,national_team_competition,Colombia,Japan
2977727,FIWC,2017,Group H,2018-06-24,3435,3499,2,2,,,Akira Nishino,Aliou Cissé,Yekaterinburg Arena,32572.0,Gianluca Rocchi,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977727,,,Japan,Senegal,2:2,national_team_competition,Japan,Senegal
2977730,FIWC,2017,Group H,2018-06-28,3499,3816,0,1,,,Aliou Cissé,José Néstor Pekerman,Solidarnost Samara Arena,41970.0,Milorad Mazic,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/2977730,,,Senegal,Colombia,0:1,national_team_competition,Senegal,Colombia
3057974,FIWC,2017,Round of 16,2018-06-30,3377,3437,4,3,,,Didier Deschamps,Jorge Sampaoli,Ak Bars Arena,42873.0,Alireza Faghani,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3057974,,,France,Argentina,4:3,national_team_competition,France,Argentina
3057975,FIWC,2017,Round of 16,2018-06-30,3449,3300,2,1,,,Óscar Tabárez,Fernando Santos,Fisht Olympic Stadium,44287.0,César Ramos Palazuelos,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3057975,,,Uruguay,Portugal,2:1,national_team_competition,Uruguay,Portugal
3057978,FIWC,2017,Round of 16,2018-07-02,3439,6303,2,0,,,Tite,Juan Carlos Osorio,Solidarnost Samara Arena,41970.0,Gianluca Rocchi,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3057978,,,Brazil,Mexico,2:0,national_team_competition,Brazil,Mexico
3057979,FIWC,2017,Round of 16,2018-07-03,3557,3384,1,0,,,Janne Andersson,Vladimir Petkovic,Gazprom Arena,64042.0,Damir Skomina,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3057979,,,Sweden,Switzerland,1:0,national_team_competition,Sweden,Switzerland
3058404,FIWC,2017,Round of 16,2018-07-03,3816,3299,4,5,,,José Néstor Pekerman,Gareth Southgate,Lukoil Arena,44190.0,Mark Geiger,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3058404,,,Colombia,England,4:5,national_team_competition,Colombia,England
3061407,FIWC,2017,Quarter-Finals,2018-07-06,3449,3377,0,2,,,Óscar Tabárez,Didier Deschamps,Nischni-Nowgorod-Stadion,43319.0,Néstor Pitana,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3061407,,,Uruguay,France,0:2,national_team_competition,Uruguay,France
3062884,FIWC,2017,Quarter-Finals,2018-07-07,3557,3299,0,2,,,Janne Andersson,Gareth Southgate,Solidarnost Samara Arena,39991.0,Björn Kuipers,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3062884,,,Sweden,England,0:2,national_team_competition,Sweden,England
3067926,FIWC,2017,Semi-Finals,2018-07-11,3556,3299,2,1,,,Zlatko Dalic,Gareth Southgate,Luzhniki Stadium,78011.0,Cüneyt Çakır,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3067926,,,Croatia,England,2:1,national_team_competition,Croatia,England
3072773,FIWC,2017,Final,2018-07-15,3377,3556,4,2,,,Didier Deschamps,Zlatko Dalic,Luzhniki Stadium,78011.0,Néstor Pitana,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3072773,,,France,Croatia,4:2,national_team_competition,France,Croatia
3287204,EURO,2020,Group D,2021-06-13,3299,3556,1,0,,,Gareth Southgate,Zlatko Dalic,Wembley Stadium,18497.0,Daniele Orsato,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3287204,,,England,Croatia,1:0,national_team_competition,England,Croatia
3287205,EURO,2020,Group E,2021-06-14,3375,3557,0,0,,,Luis Enrique,Janne Andersson,La Cartuja,10559.0,Slavko Vincic,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3287205,,,Spain,Sweden,0:0,national_team_competition,Spain,Sweden
3287206,EURO,2020,Group F,2021-06-15,3377,3262,1,0,,,Didier Deschamps,Joachim Löw,Allianz Arena,13000.0,Carlos del Cerro Grande,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3287206,,,France,Germany,1:0,national_team_competition,France,Germany
3287211,EURO,2020,Group C,2021-06-17,3379,3383,2,0,,,Frank de Boer,Franco Foda,Amsterdam ArenA,15243.0,Orel Grinfeld,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3287211,,,Netherlands,Austria,2:0,national_team_competition,Netherlands,Austria
3287212,EURO,2020,Group D,2021-06-18,3556,3445,1,1,,,Zlatko Dalic,Jaroslav Silhavy,Hampden Park,5607.0,Carlos del Cerro Grande,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3287212,,,Croatia,Czech Republic,1:1,national_team_competition,Croatia,Czechia
3287214,EURO,2020,Group F,2021-06-19,3300,3262,2,4,,,Fernando Santos,Joachim Löw,Allianz Arena,12926.0,Anthony Taylor,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3287214,,,Portugal,Germany,2:4,national_team_competition,Portugal,Germany
3287216,EURO,2020,Group A,2021-06-20,3384,3381,3,1,,,Vladimir Petkovic,Şenol Güneş,Baku Olympic Stadium,17138.0,Slavko Vincic,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3287216,,,Switzerland,Turkiye,3:1,national_team_competition,Switzerland,Türkiye
3287220,EURO,2020,Group D,2021-06-22,3445,3299,0,1,,,Jaroslav Silhavy,Gareth Southgate,Wembley Stadium,19104.0,Artur Soares Dias,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3287220,,,Czech Republic,England,0:1,national_team_competition,Czechia,England
3287222,EURO,2020,Group F,2021-06-23,3300,3377,2,2,,,Fernando Santos,Didier Deschamps,Puskás Aréna,54886.0,Mateu Lahoz,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3287222,,,Portugal,France,2:2,national_team_competition,Portugal,France
3486425,EURO,2020,Group D,2021-06-14,3380,3445,0,2,,,Steve Clarke,Jaroslav Silhavy,Hampden Park,9844.0,Daniel Siebert,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3486425,,,Scotland,Czech Republic,0:2,national_team_competition,Scotland,Czechia
3486432,EURO,2020,Group D,2021-06-18,3299,3380,0,0,,,Gareth Southgate,Steve Clarke,Wembley Stadium,20306.0,Mateu Lahoz,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3486432,,,England,Scotland,0:0,national_team_competition,England,Scotland
3486436,EURO,2020,Group D,2021-06-22,3556,3380,3,1,,,Zlatko Dalic,Steve Clarke,Hampden Park,9896.0,Fernando Rapallini,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3486436,,,Croatia,Scotland,3:1,national_team_competition,Croatia,Scotland
3587340,EURO,2020,Round of 16,2021-06-27,3379,3445,0,2,,,Frank de Boer,Jaroslav Silhavy,Puskás Aréna,52834.0,Sergey Karasev,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3587340,,,Netherlands,Czech Republic,0:2,national_team_competition,Netherlands,Czechia
3587341,EURO,2020,Round of 16,2021-06-28,3556,3375,3,5,,,Zlatko Dalic,Luis Enrique,Parken - connected by 3,22771.0,Cüneyt Çakır,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3587341,,,Croatia,Spain,3:5,national_team_competition,Croatia,Spain
3587344,EURO,2020,Round of 16,2021-06-28,3377,3384,7,8,,,Didier Deschamps,Vladimir Petkovic,Arena Națională,22642.0,Fernando Rapallini,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3587344,,,France,Switzerland,7:8,national_team_competition,France,Switzerland
3587345,EURO,2020,Round of 16,2021-06-29,3299,3262,2,0,,,Gareth Southgate,Joachim Löw,Wembley Stadium,41973.0,Danny Makkelie,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3587345,,,England,Germany,2:0,national_team_competition,England,Germany
3590598,EURO,2020,Quarter-Finals,2021-07-02,3384,3375,2,4,,,Vladimir Petkovic,Luis Enrique,Gazprom Arena,24764.0,Michael Oliver,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3590598,,,Switzerland,Spain,2:4,national_team_competition,Switzerland,Spain
3788834,FIWC,2021,Group A,2022-11-20,14162,5750,0,2,,,Félix Sánchez,Gustavo Alfaro,Al-Bayt Stadium,67372.0,Daniele Orsato,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788834,,,Qatar,Ecuador,0:2,national_team_competition,Qatar,Ecuador
3788835,FIWC,2021,Group A,2022-11-21,3499,3379,0,2,,,Aliou Cissé,Louis van Gaal,Al-Thumama Stadium,41721.0,Wilton Pereira Sampaio,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788835,,,Senegal,Netherlands,0:2,national_team_competition,Senegal,Netherlands
3788836,FIWC,2021,Group B,2022-11-21,3299,3582,6,2,,,Gareth Southgate,Carlos Queiroz,Khalifa International Stadium,45334.0,Raphael Claus,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788836,,,England,Iran,6:2,national_team_competition,England,Iran
3788838,FIWC,2021,Group C,2022-11-22,3437,3807,1,2,,,Lionel Scaloni,Hervé Renard,Lusail Stadium,88012.0,Slavko Vincic,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788838,,,Argentina,Saudi Arabia,1:2,national_team_competition,Argentina,Saudi Arabia
3788840,FIWC,2021,Group D,2022-11-22,3377,3433,4,1,,,Didier Deschamps,Graham Arnold,Al-Janoub Stadium,40875.0,Victor Gomes,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788840,,,France,Australia,4:1,national_team_competition,France,Australia
3788843,FIWC,2021,Group E,2022-11-23,3262,3435,1,2,,,Hansi Flick,Hajime Moriyasu,Khalifa International Stadium,42608.0,Iván Barton,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788843,,,Germany,Japan,1:2,national_team_competition,Germany,Japan
3788845,FIWC,2021,Group F,2022-11-23,3575,3556,0,0,,,Walid Regragui,Zlatko Dalic,Al-Bayt Stadium,59407.0,Fernando Rapallini,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788845,,,Morocco,Croatia,0:0,national_team_competition,Morocco,Croatia
3788847,FIWC,2021,Group G,2022-11-24,3384,3434,1,0,,,Murat Yakin,Rigobert Song,Al-Janoub Stadium,39089.0,Facundo Tello,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788847,,,Switzerland,Cameroon,1:0,national_team_competition,Switzerland,Cameroon
3788849,FIWC,2021,Group H,2022-11-24,3449,3589,0,0,,,Diego Alonso,Paulo Bento,Education City Stadium,41663.0,Clément Turpin,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788849,,,Uruguay,South Korea,0:0,national_team_competition,Uruguay,South Korea
3788859,FIWC,2021,Group A,2022-11-25,14162,3499,1,3,,,Félix Sánchez,Aliou Cissé,Al-Thumama Stadium,41797.0,Mateu Lahoz,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788859,,,Qatar,Senegal,1:3,national_team_competition,Qatar,Senegal
3788860,FIWC,2021,Group A,2022-11-25,3379,5750,1,1,,,Louis van Gaal,Gustavo Alfaro,Khalifa International Stadium,44833.0,Mustapha Ghorbal,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788860,,,Netherlands,Ecuador,1:1,national_team_competition,Netherlands,Ecuador
3788861,FIWC,2021,Group B,2022-11-25,3299,3505,0,0,,,Gareth Southgate,Gregg Berhalter,Al-Bayt Stadium,68463.0,Jesús Valenzuela,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788861,,,England,United States,0:0,national_team_competition,England,United States
3788863,FIWC,2021,Group C,2022-11-26,3437,6303,2,0,,,Lionel Scaloni,Gerardo Martino,Lusail Stadium,88966.0,Daniele Orsato,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788863,,,Argentina,Mexico,2:0,national_team_competition,Argentina,Mexico
3788866,FIWC,2021,Group D,2022-11-26,3670,3433,0,1,,,Jalel Kadri,Graham Arnold,Al-Janoub Stadium,41823.0,Daniel Siebert,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788866,,,Tunisia,Australia,0:1,national_team_competition,Tunisia,Australia
3788867,FIWC,2021,Group E,2022-11-27,3375,3262,1,1,,,Luis Enrique,Hansi Flick,Al-Bayt Stadium,68895.0,Danny Makkelie,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788867,,,Spain,Germany,1:1,national_team_competition,Spain,Germany
3788870,FIWC,2021,Group F,2022-11-27,3556,3510,4,1,,,Zlatko Dalic,John Herdman,Khalifa International Stadium,44374.0,Andrés Matonte,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788870,,,Croatia,Canada,4:1,national_team_competition,Croatia,Canada
3788871,FIWC,2021,Group G,2022-11-28,3439,3384,1,0,,,Tite,Murat Yakin,Stadium 974,43649.0,Iván Barton,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788871,,,Brazil,Switzerland,1:0,national_team_competition,Brazil,Switzerland
3788873,FIWC,2021,Group H,2022-11-28,3300,3449,2,0,,,Fernando Santos,Diego Alonso,Lusail Stadium,88668.0,Alireza Faghani,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788873,,,Portugal,Uruguay,2:0,national_team_competition,Portugal,Uruguay
3788884,FIWC,2021,Group A,2022-11-29,5750,3499,1,2,,,Gustavo Alfaro,Aliou Cissé,Khalifa International Stadium,44569.0,Clément Turpin,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788884,,,Ecuador,Senegal,1:2,national_team_competition,Ecuador,Senegal
3788885,FIWC,2021,Group A,2022-11-29,3379,14162,2,0,,,Louis van Gaal,Félix Sánchez,Al-Bayt Stadium,66784.0,Bakary Papa Gassama,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788885,,,Netherlands,Qatar,2:0,national_team_competition,Netherlands,Qatar
3788886,FIWC,2021,Group B,2022-11-29,3582,3505,0,1,,,Carlos Queiroz,Gregg Berhalter,Al-Thumama Stadium,42127.0,Mateu Lahoz,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788886,,,Iran,United States,0:1,national_team_competition,Iran,United States
3788888,FIWC,2021,Group C,2022-11-30,3807,6303,1,2,,,Hervé Renard,Gerardo Martino,Lusail Stadium,84985.0,Michael Oliver,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788888,,,Saudi Arabia,Mexico,1:2,national_team_competition,Saudi Arabia,Mexico
3788891,FIWC,2021,Group D,2022-11-30,3670,3377,1,0,,,Jalel Kadri,Didier Deschamps,Education City Stadium,43627.0,Matt Conger,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788891,,,Tunisia,France,1:0,national_team_competition,Tunisia,France
3788893,FIWC,2021,Group E,2022-12-01,3435,3375,2,1,,,Hajime Moriyasu,Luis Enrique,Khalifa International Stadium,44851.0,Victor Gomes,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788893,,,Japan,Spain,2:1,national_team_competition,Japan,Spain
3788894,FIWC,2021,Group F,2022-12-01,3510,3575,1,2,,,John Herdman,Walid Regragui,Al-Thumama Stadium,43102.0,Raphael Claus,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3788894,,,Canada,Morocco,1:2,national_team_competition,Canada,Morocco
